id,sex,semestre,carrera,tipo_colegio,pps_actual_20,pps_anterior_20,horas_de_estudio_semana,horas_trabajo_semana,horas_deporte,horas_cultura,horas_extracurriculares,horas_sueno,estres,apoyo_social,autoeficacia_academica,entregas_tarea_puntual,ingresos_mensual_cat,ingresos_mensual,tipo_financiamiento,costo_servicio_mensual_cat,horas_pantalla_no_academica,deuda_academica_flag,deuda_academica_months,puntualidad_pago,indice_financiero,rendimiento,asistencia_total_pct,indice_procrastinacion,alimentacion,phc_score,tiene_hijos,desercion
3541,M,4,Negocios,Publico,6.32,8.42,2.06,11.946836501633582,32.857567183125475,17.00346822432003,52.203823895006856,12.17,0.0,20.03,33.16,73.64,Bajo,600,Financiamiento_familiar,Bajo,9.672973764479929,1,1,Puntual,39.92,37.53,0.0,51.56,7.0,66.74,0,0
3542,F,5,Ciencias,Privado,11.1,11.29,5.79,77.71656543010123,45.87392548298964,46.48956859082048,80.0,13.86,41.69,59.38,52.19,68.77,Bajo,600,Beca_parcial,Bajo,6.185195820668712,1,2,Puntual,39.13,50.16,0.0,53.25,7.0,11.36,0,1
3543,M,6,Salud,Publico,9.42,10.22,11.68,71.90187446813934,47.70254123698355,74.4980295014846,80.0,5.65,71.73,57.79,56.63,79.28,Alto,3000,Beca_total,Bajo,17.22241143867222,0,0,Puntual,100.0,49.03,0.0,49.35,7.0,0.0,0,0
3544,M,4,Artes,Privado,14.79,12.73,4.94,75.96662791566015,40.889239408064824,14.199377322544944,58.285330888506124,19.18,11.48,40.32,45.89,61.28,Bajo,600,Credito,Muy_bajo,13.817105330938311,1,3,Puntual,34.95,70.13,52.97,39.02,7.0,7.11,1,0
3545,F,3,Ciencias_Sociales,Publico,18.93,20.0,15.85,8.493110206616645,29.13571688582154,66.1632168333743,80.0,22.32,0.0,70.51,59.93,85.93,Muy_bajo,300,Financiamiento_familiar,Bajo,20.44343659957486,1,2,Puntual,18.24,91.62,67.29,41.85,7.0,65.56,0,0
3546,M,3,Negocios,Concertado,16.75,14.7,11.9,39.042910628335356,5.505604852047146,11.785968867115422,18.016959413189518,19.02,0.0,2.85,40.54,83.23,Muy_bajo,300,Financiamiento_familiar,Bajo,18.55635142874205,0,0,Puntual,48.12,67.65,3.67,24.14,7.0,74.62,0,1
3547,M,6,Salud,Concertado,12.96,13.88,15.67,13.21972535987002,1.7826892188731414,73.56807013357992,76.56945526248299,11.83,9.81,84.15,58.51,73.46,Medio,1200,Financiamiento_familiar,Muy_bajo,24.0,0,0,Puntual,62.99,60.88,17.05,51.35,7.0,6.66,0,0
3548,F,3,Salud,Concertado,14.12,14.8,7.12,48.0284440626533,36.762779046282205,55.460495331349826,80.0,20.04,5.78,34.8,44.9,63.26,Bajo,600,Financiamiento_familiar,Muy_bajo,2.9445892241886527,0,0,Impuntual,39.19,72.1,65.99,38.59,7.0,22.5,1,0
3549,M,3,Ciencias,Privado,5.77,8.22,0.61,18.619129012949127,16.23541335694412,8.734510432154998,25.580414893727532,4.51,43.05,79.3,34.65,42.65,Medio,1200,Credito,Muy_bajo,3.374392079898855,1,6,Impuntual,19.52,32.56,16.05,72.39,7.0,0.0,1,1
3550,F,1,Ingenieria,Publico,15.05,16.93,10.37,61.65047866951766,75.07910762678878,16.19398501569476,80.0,2.72,73.37,25.51,47.48,78.03,Medio,1200,Pago_directo,Bajo,22.355690730362443,0,0,Impuntual,51.55,62.47,2.35,28.95,7.0,27.28,0,1
3551,F,7,Ciencias,Publico,4.13,3.55,6.11,51.52020805197342,51.23336141849933,74.15373754419481,80.0,10.52,48.89,18.79,43.49,69.81,Medio,1200,Beca_parcial,Muy_bajo,24.0,0,0,Puntual,64.53,32.13,0.0,67.04,7.0,4.01,0,1
3552,M,1,Ciencias,Publico,6.48,8.51,8.07,45.7283675429815,46.84064941737713,40.60531519817211,80.0,4.36,52.73,38.95,31.5,55.1,Bajo,600,Beca_parcial,Bajo,10.930099663015248,0,0,Puntual,50.79,50.72,70.39,58.54,7.0,89.41,0,1
3553,F,4,Salud,Privado,16.17,14.06,12.26,66.01817263722639,32.524148188927995,36.27926413514074,70.06105316396024,6.22,66.1,74.74,54.13,70.25,Muy_bajo,300,Pago_directo,Bajo,11.587027901969186,0,0,Puntual,47.02,83.82,81.67,32.31,4.68,72.2,0,0
3554,F,3,Salud,Publico,15.52,14.39,12.61,40.02184246679591,26.362020747448582,4.661755336952034,33.20590875200232,14.04,33.15,70.35,51.74,89.86,Muy_bajo,300,Credito,Bajo,9.531905539147353,1,1,Impuntual,0.0,86.38,79.77,34.16,6.6,55.21,0,0
3555,M,3,Salud,Privado,6.54,8.69,0.5,21.588139227654768,14.38463727123926,6.723183313082766,23.845435605310747,9.69,19.71,40.1,47.83,50.49,Bajo,600,Financiamiento_familiar,Muy_bajo,19.44969883990467,0,0,Impuntual,45.86,33.76,0.0,39.26,7.0,63.13,0,1
3556,F,5,Ciencias,Publico,20.0,20.0,13.85,49.65643974400705,4.8114467925699955,55.33188726628624,63.20084291745539,20.78,0.0,93.79,70.98,80.59,Bajo,600,Credito,Muy_bajo,19.00151651409438,0,0,Puntual,52.69,81.82,18.28,25.13,7.0,7.69,0,0
3557,M,1,Ingenieria,Publico,14.36,13.38,8.88,76.56501057582449,50.759811376472896,62.15470998308475,80.0,5.41,78.66,40.88,48.72,73.74,Bajo,600,Financiamiento_familiar,Bajo,6.001708784058507,0,0,Puntual,65.01,75.0,63.17,35.58,7.0,65.36,0,1
3558,F,4,Artes,Concertado,14.64,13.07,10.02,48.09274906753646,62.33603608996316,69.36052080264643,80.0,23.92,0.0,35.08,47.27,77.26,Bajo,600,Credito,Bajo,10.014909270772474,1,2,Impuntual,2.14,77.91,69.07,40.07,7.0,25.63,0,1
3559,M,5,Negocios,Publico,10.75,10.29,5.36,50.36955592315445,68.62101331422437,40.22479075764607,80.0,8.63,55.21,9.47,47.13,60.75,Medio,1200,Pago_directo,Muy_bajo,5.816619868074122,0,0,Puntual,69.92,48.41,6.55,35.91,7.0,28.95,0,1
3560,M,6,Ciencias,Publico,9.84,11.98,7.58,74.78005450077313,57.94462651616132,26.28588801723021,80.0,12.37,41.94,7.03,28.9,70.0,Muy_bajo,300,Credito,Bajo,2.029292697338491,1,1,Puntual,20.76,59.8,59.24,45.52,4.63,84.03,0,1
3561,M,1,Negocios,Publico,10.41,12.57,12.79,41.2220080246196,71.7560705518559,50.041810315234244,80.0,3.18,68.73,34.99,49.26,61.02,Muy_bajo,300,Financiamiento_familiar,Bajo,2.221366839051086,0,0,Puntual,58.03,52.86,26.6,43.72,7.0,89.92,1,1
3562,F,7,Negocios,Publico,18.97,19.57,13.98,79.7085969371834,78.62452091731299,49.510409097798814,80.0,13.9,41.03,4.2,37.77,72.32,Medio,1200,Pago_directo,Bajo,4.11747027789726,1,2,Puntual,32.92,90.11,83.3,29.69,7.0,58.86,0,0
3563,M,4,Ingenieria,Concertado,13.5,11.45,6.97,12.772963482646036,76.93343743311115,2.773311864342647,80.0,23.07,0.0,46.26,55.22,56.33,Muy_bajo,300,Financiamiento_familiar,Muy_bajo,1.452080259314902,0,0,Puntual,56.77,76.19,91.33,36.75,7.0,72.26,0,1
3564,M,7,Salud,Concertado,12.83,12.47,12.44,42.96318744098562,47.378422675403385,75.10422408518124,80.0,17.99,0.0,86.0,52.6,72.75,Medio,1200,Financiamiento_familiar,Bajo,10.94653397903636,1,1,Puntual,41.43,76.08,82.24,39.52,7.0,56.45,0,1
3565,M,3,Ingenieria,Publico,8.68,8.97,4.64,17.032067281150518,17.93600026013572,51.40482185074413,71.44659539822696,5.86,29.26,47.61,45.18,60.85,Bajo,600,Financiamiento_familiar,Bajo,2.192459182169253,1,1,Puntual,28.06,52.53,44.42,32.8,7.0,53.64,0,0
3566,F,4,Ciencias,Publico,16.34,17.54,14.98,36.26610946725541,8.508434597946266,0.517485650645062,13.715414985507836,10.62,12.25,48.06,53.7,69.21,Alto,3000,Financiamiento_familiar,Bajo,20.87139267258564,0,0,Puntual,99.65,76.32,51.18,26.68,7.0,0.0,0,0
3567,F,7,Negocios,Publico,10.76,12.82,10.98,13.645912760141448,79.5139998485135,76.77073627942082,80.0,10.21,7.35,20.34,52.53,67.57,Medio,1200,Pago_directo,Bajo,17.916880025038015,0,0,Puntual,62.94,66.74,70.77,41.35,7.0,40.84,1,0
3568,F,7,Negocios,Publico,16.17,18.65,13.95,17.802301722064485,24.671218514844657,76.21207625136044,80.0,2.35,28.81,16.63,59.39,67.21,Bajo,600,Beca_total,Bajo,19.373781626946393,0,0,Puntual,66.21,68.13,19.86,28.32,7.0,0.0,0,1
3569,F,3,Negocios,Privado,12.92,12.48,8.59,16.86400397058108,2.717684740393338,75.6735801292374,80.0,21.26,0.0,17.23,34.01,76.46,Medio,1200,Pago_directo,Bajo,15.586671633123311,0,0,Puntual,72.1,68.76,55.78,38.36,7.0,0.0,0,0
3570,F,2,Salud,Privado,8.71,10.63,4.12,25.602507121920635,31.283687712619788,71.11190277178625,80.0,9.15,36.44,56.8,43.57,47.72,Muy_bajo,300,Financiamiento_familiar,Bajo,17.26323047762483,1,3,Puntual,17.39,55.93,71.48,66.51,6.11,79.3,0,1
3571,M,3,Ingenieria,Publico,8.9,10.54,7.73,10.768402761506914,59.84797882005363,14.770881823715305,75.70357855615202,11.86,0.0,54.18,39.75,67.11,Bajo,600,Pago_directo,Bajo,3.9908924790066393,0,0,Puntual,68.35,44.71,6.83,63.45,7.0,45.05,0,0
3572,F,3,Ciencias_Sociales,Publico,9.07,9.49,6.87,64.7473739980013,71.26399891945776,78.17383134519528,80.0,6.99,67.92,22.02,30.12,71.39,Medio,1200,Beca_total,Bajo,2.610735147059736,0,0,Puntual,72.45,45.33,7.17,60.74,7.0,0.0,0,1
3573,F,2,Ingenieria,Privado,12.2,12.54,5.99,17.65404778337708,38.205107731331964,60.95459601794118,80.0,3.66,51.99,34.89,42.1,78.76,Medio,1200,Pago_directo,Bajo,24.0,0,0,Puntual,63.45,74.79,81.55,33.17,7.0,9.27,1,1
3574,Other,2,Negocios,Publico,11.98,14.39,3.82,33.32551961147001,23.522313209821313,51.2605618785848,79.57461716414981,21.65,0.0,56.87,52.99,73.05,Bajo,600,Beca_parcial,Bajo,9.845090046427543,0,0,Puntual,54.48,61.84,33.32,44.72,7.0,59.29,0,1
3575,F,6,Ingenieria,Publico,11.73,11.11,13.67,1.2845710584019443,62.27233611954134,75.41364891791689,80.0,0.9,33.56,71.05,51.34,77.7,Muy_bajo,300,Pago_directo,Muy_bajo,2.107575647142872,1,1,Impuntual,0.0,59.82,23.73,43.85,5.07,89.44,1,0
3576,M,1,Negocios,Concertado,3.91,3.59,1.55,8.39052346254257,40.30146819928147,30.48698183563979,71.98402417239822,9.6,0.0,31.98,26.51,47.06,Medio,1200,Financiamiento_familiar,Muy_bajo,5.355062169006134,0,0,Puntual,64.51,31.14,27.79,76.18,7.0,66.41,0,1
3577,M,5,Negocios,Publico,18.77,18.78,15.98,71.70175203306013,6.88236729583946,74.50951938156825,80.0,17.54,32.97,27.14,61.19,79.86,Bajo,600,Financiamiento_familiar,Bajo,21.399629682206157,0,0,Puntual,54.2,88.01,60.0,20.93,7.0,35.51,0,0
3578,F,1,Salud,Publico,5.41,6.49,3.15,66.97281630723563,71.01997651053321,48.45476021007366,80.0,7.41,64.42,73.05,47.1,56.49,Medio,1200,Financiamiento_familiar,Bajo,6.344320601884887,1,2,Puntual,44.92,43.33,43.9,70.26,7.0,10.56,0,1
3579,F,2,Ingenieria,Privado,16.83,16.95,17.64,67.27379619641556,52.46456373019828,46.34378929617518,80.0,10.7,52.76,51.38,52.8,71.43,Medio,1200,Beca_parcial,Bajo,11.96526357384592,0,0,Puntual,71.83,77.77,50.23,37.81,7.0,13.01,0,0
3580,F,1,Ciencias_Sociales,Concertado,15.72,16.22,17.79,32.908273380388565,2.9449694837478457,51.676113361692025,56.72309439793932,13.55,0.0,85.67,55.38,70.65,Bajo,600,Financiamiento_familiar,Muy_bajo,16.965613461898297,1,1,Impuntual,4.67,72.86,41.45,47.31,7.0,64.36,0,0
3581,F,2,Ciencias_Sociales,Publico,16.46,15.87,7.17,11.322463908133136,0.7245391234877552,60.33282739139992,62.27141358079752,23.88,0.0,21.1,46.4,63.06,Muy_bajo,300,Credito,Bajo,23.797540072411284,1,1,Impuntual,13.64,80.06,74.03,30.84,7.0,75.94,0,0
3582,F,5,Negocios,Publico,18.26,16.07,17.78,8.631561719545289,7.017725886126298,35.59360810611025,44.8549529059766,18.2,0.0,77.09,56.91,93.11,Muy_bajo,300,Financiamiento_familiar,Bajo,0.8139085152251654,1,1,Impuntual,0.0,95.5,83.52,23.78,7.0,32.05,1,0
3583,M,7,Ingenieria,Publico,18.31,18.85,15.64,48.44821798405724,65.75643134169636,78.44834431914798,80.0,23.21,0.0,11.2,49.24,87.2,Medio,1200,Pago_directo,Bajo,12.321318722624039,0,0,Puntual,73.71,89.33,67.33,30.97,7.0,44.29,0,0
3584,F,2,Ciencias,Concertado,6.6,7.2,1.48,66.25546039269037,38.504615315222004,7.081503475129827,48.303138153315295,16.64,19.29,58.48,30.09,55.6,Medio,1200,Beca_parcial,Bajo,24.0,0,0,Puntual,70.87,48.62,60.83,64.21,7.0,56.56,0,1
3585,M,3,Negocios,Publico,13.96,13.0,17.05,72.00915857121944,26.824095624456312,73.10592250737736,80.0,6.46,61.64,28.36,48.6,75.54,Bajo,600,Financiamiento_familiar,Bajo,3.63063727481075,1,1,Impuntual,10.63,62.71,16.26,35.47,7.0,75.57,0,1
3586,M,3,Ciencias_Sociales,Publico,2.77,3.37,0.77,23.09853204481812,19.94347299007824,52.59384839030538,72.55599012240566,6.9,11.23,10.11,23.18,56.56,Bajo,600,Financiamiento_familiar,Bajo,4.466734239902465,1,1,Impuntual,11.03,44.54,84.64,74.88,7.0,55.09,0,1
3587,M,6,Negocios,Privado,6.97,7.56,3.27,25.682125586676285,40.54863872306004,72.79331969197875,80.0,19.74,0.0,61.68,42.57,43.1,Medio,1200,Credito,Muy_bajo,3.4420736113884294,0,0,Puntual,69.73,39.52,28.25,67.65,7.0,68.43,0,1
3588,F,5,Negocios,Publico,13.25,12.55,10.52,8.070132548913973,6.643217985461485,29.500801807063304,37.88037923858898,10.27,7.16,45.68,47.31,65.54,Bajo,600,Pago_directo,Bajo,12.653737119416661,1,1,Puntual,38.93,62.14,31.6,23.27,7.0,19.15,1,0
3589,M,3,Negocios,Publico,2.61,3.76,1.45,61.95278314144096,49.37443680247321,66.31989869190194,80.0,8.89,45.29,48.6,45.2,64.42,Medio,1200,Financiamiento_familiar,Bajo,9.498783146018118,1,2,Impuntual,22.37,39.19,48.17,56.85,7.0,51.88,0,1
3590,M,5,Ciencias_Sociales,Publico,9.61,10.06,2.91,22.05522168969111,30.44219105956629,49.279048584989525,80.0,22.68,0.0,59.25,50.96,63.41,Bajo,600,Beca_parcial,Bajo,18.210946750759355,0,0,Puntual,59.19,67.84,91.45,51.04,7.0,31.21,0,1
3591,F,6,Ingenieria,Publico,16.14,14.15,17.16,38.47435756507437,68.67520262443978,66.48870785111055,80.0,0.32,66.91,37.24,42.86,81.13,Medio,1200,Beca_parcial,Bajo,14.690972921307651,0,0,Puntual,77.2,71.01,24.38,48.99,7.0,74.86,0,1
3592,M,1,Ciencias_Sociales,Publico,20.0,19.85,17.9,74.31178436230658,60.354148335811374,26.001790131001332,80.0,12.6,57.34,67.02,59.15,77.77,Medio,1200,Financiamiento_familiar,Bajo,14.437408712183407,1,6,Impuntual,27.79,77.22,7.44,24.86,7.0,3.88,0,0
3593,F,3,Salud,Privado,16.46,18.35,14.37,60.17725842599496,1.4692940459218384,73.3840929979137,77.67396420781104,18.6,20.59,13.08,42.64,63.16,Bajo,600,Credito,Muy_bajo,13.09432056072978,0,0,Puntual,65.49,61.21,0.0,41.45,7.0,69.74,0,1
3594,F,7,Negocios,Privado,13.24,14.56,9.27,4.219031703125742,13.319845070354326,73.93926971411392,80.0,17.67,0.0,71.5,49.17,71.44,Medio,1200,Beca_parcial,Bajo,24.0,1,1,Impuntual,21.48,68.7,51.29,34.68,7.0,75.17,0,0
3595,F,5,Negocios,Publico,17.62,15.83,16.21,0.6523675567543741,37.92276111607539,37.98586332111121,78.09814314025941,8.82,1.58,57.98,51.51,76.6,Bajo,600,Beca_total,Muy_bajo,13.645485095866368,1,1,Impuntual,0.85,93.35,100.0,35.42,7.0,59.24,0,0
3596,F,4,Ciencias,Publico,10.1,12.36,2.01,62.992634070432636,52.69442121278507,32.02519001325774,80.0,12.86,24.9,48.65,37.84,71.53,Muy_bajo,300,Financiamiento_familiar,Bajo,2.6295087154576238,1,2,Impuntual,13.2,65.0,72.34,44.64,7.0,74.4,0,0
3597,M,4,Ingenieria,Concertado,14.89,13.64,16.97,44.20001895829565,57.21007596768444,46.01552720013227,80.0,0.13,66.05,12.77,43.3,68.8,Muy_bajo,300,Financiamiento_familiar,Bajo,8.404562707903189,1,1,Impuntual,11.35,77.29,74.15,33.59,7.0,84.12,0,0
3598,F,2,Ingenieria,Publico,5.06,4.29,6.33,57.62675274901607,65.2994610374817,16.014752030820596,80.0,12.84,33.19,27.83,32.8,73.11,Medio,1200,Beca_parcial,Bajo,20.00300327267774,1,1,Puntual,48.67,37.11,11.63,63.34,7.0,12.95,0,1
3599,M,4,Negocios,Publico,20.0,18.53,15.51,12.54522574612908,3.9374891728068473,39.696767809136574,48.438617848434085,14.17,0.0,29.53,60.77,73.94,Medio,1200,Financiamiento_familiar,Bajo,15.340069823273822,1,2,Impuntual,12.69,88.14,54.32,12.86,7.0,0.0,0,0
3600,F,4,Ciencias_Sociales,Privado,14.19,15.34,12.03,69.76382799764961,1.4786560010581162,71.7456635926229,76.23733807476201,20.99,11.96,18.38,42.76,68.6,Medio,1200,Pago_directo,Bajo,17.185309017665066,1,6,Puntual,49.22,56.9,0.0,38.53,7.0,75.65,0,1
3601,M,3,Ciencias_Sociales,Publico,12.35,12.64,17.28,61.86599832115696,48.04045866445851,29.21407991253873,80.0,5.06,64.99,90.42,53.64,80.65,Medio,1200,Pago_directo,Bajo,23.086988257059257,1,2,Impuntual,29.31,68.8,49.59,48.18,7.0,0.0,0,1
3602,F,5,Artes,Publico,17.03,17.39,15.56,71.26711312436909,57.90615577555637,58.88390369232553,80.0,19.8,21.65,86.56,55.49,91.63,Muy_bajo,300,Pago_directo,Muy_bajo,11.017825614861998,1,1,Impuntual,4.07,92.08,84.2,18.35,7.0,43.96,0,0
3603,M,6,Ingenieria,Publico,18.32,19.28,15.98,27.287686612597668,62.93568979529134,49.849818843466586,80.0,17.23,0.0,49.61,55.07,87.37,Muy_bajo,300,Pago_directo,Bajo,0.8399012892102948,1,6,Puntual,16.49,92.27,76.47,18.57,7.0,27.75,0,0
3604,M,1,Negocios,Publico,15.93,16.37,11.37,22.056415622659706,12.457246765762688,20.911210100296973,34.88064178125706,15.98,0.0,20.57,48.51,60.88,Bajo,600,Credito,Bajo,24.0,0,0,Puntual,62.44,70.96,44.26,38.36,7.0,46.46,0,1
3605,M,3,Ciencias_Sociales,Publico,15.81,15.01,15.0,12.138515193914152,77.498881373485,42.54123049382923,80.0,9.47,3.85,91.11,52.66,83.55,Medio,1200,Beca_parcial,Bajo,11.866774170613438,1,1,Puntual,42.52,83.48,71.19,47.85,7.0,80.93,0,1
3606,M,3,Artes,Publico,17.07,19.19,13.63,74.40708063575977,18.354327055570785,68.20729292943562,80.0,8.82,59.73,74.94,54.36,79.75,Alto,3000,Financiamiento_familiar,Muy_bajo,3.102265701954585,0,0,Puntual,100.0,78.88,43.32,37.98,7.0,0.0,0,1
3607,F,5,Ciencias,Publico,9.61,10.0,2.91,14.146336284627257,20.02643039606643,44.39351085127606,67.49576246833655,16.88,0.0,3.88,41.23,68.05,Muy_bajo,300,Financiamiento_familiar,Bajo,14.268253614646744,0,0,Puntual,51.56,60.95,63.18,55.11,7.0,72.46,1,0
3608,M,2,Ingenieria,Concertado,16.85,18.0,11.67,9.545378696920404,12.34312315739106,55.7475527008845,70.44949418524784,23.77,0.0,44.07,53.67,76.94,Medio,1200,Pago_directo,Muy_bajo,14.61399107731074,0,0,Puntual,61.44,69.23,10.01,22.46,7.0,0.0,0,0
3609,F,4,Ciencias,Publico,3.91,2.18,2.67,15.414256718942587,3.459795444489764,62.031136973282,65.89464761275445,9.73,18.82,60.49,37.38,44.96,Bajo,600,Credito,Muy_bajo,15.017573061026296,1,1,Puntual,31.25,39.81,60.24,73.68,7.0,17.12,0,1
3610,F,6,Artes,Publico,19.96,19.27,15.65,61.710538140809064,64.77792998431043,3.951970395360531,69.45368233755637,22.05,0.0,6.65,48.14,88.84,Muy_bajo,300,Financiamiento_familiar,Bajo,23.672315522803395,1,1,Puntual,21.28,88.87,47.77,25.71,6.26,66.06,0,0
3611,F,3,Ciencias,Concertado,5.54,6.92,1.19,71.16233879863047,0.4514829534917997,4.100352187950582,4.819182039702491,14.08,35.45,4.98,33.37,71.24,Bajo,600,Financiamiento_familiar,Muy_bajo,8.629960637210207,1,2,Impuntual,1.99,54.56,78.27,47.94,7.0,18.48,0,1
3612,M,7,Ciencias_Sociales,Privado,20.0,19.19,17.77,64.87307651971395,37.10238895538638,9.196798591574549,49.85509952419895,20.84,0.0,46.35,67.74,93.79,Medio,1200,Financiamiento_familiar,Muy_bajo,1.318103951777724,0,0,Puntual,63.81,80.22,0.0,24.49,7.0,43.07,0,1
3613,M,8,Artes,Publico,8.37,9.5,7.21,45.05908422970278,7.357374707654749,13.040026813276127,24.552858517280193,5.21,61.41,0.2,32.88,74.85,Bajo,600,Financiamiento_familiar,Bajo,22.945793359328313,0,0,Puntual,65.81,49.89,27.88,43.59,7.0,87.68,0,1
3614,F,1,Salud,Publico,9.83,9.79,3.07,79.51074006221785,3.5836277716443643,64.91541175243414,69.32123428117013,18.29,51.26,4.68,41.74,50.5,Medio,1200,Credito,Bajo,5.645984321420425,1,1,Puntual,46.13,57.06,62.75,52.81,7.0,69.47,0,1
3615,M,2,Negocios,Publico,15.64,17.13,16.84,5.508325159475902,74.77255428817352,34.84688348974462,80.0,20.04,0.0,11.51,42.42,70.24,Muy_bajo,300,Pago_directo,Bajo,18.731298299856615,1,1,Impuntual,10.35,73.21,49.25,37.23,5.33,79.13,0,0
3616,M,8,Artes,Concertado,3.8,5.0,0.82,69.37533422573004,66.03198628983078,14.821019815661485,80.0,19.97,0.74,91.0,31.96,51.37,Muy_bajo,300,Financiamiento_familiar,Muy_bajo,6.361153612584125,1,1,Impuntual,0.0,45.24,78.8,73.25,7.0,14.85,0,1
3617,F,8,Salud,Publico,12.45,11.21,8.46,34.217108937101514,31.59010074748182,42.54417647269808,74.84820991528879,18.83,7.47,76.63,56.79,76.17,Muy_bajo,300,Financiamiento_familiar,Muy_bajo,20.43663261727633,1,2,Impuntual,0.0,56.45,2.42,27.06,7.0,22.68,0,0
3618,F,1,Ciencias,Publico,14.47,12.72,13.86,36.409787896437315,36.687498330692144,61.06721851800182,80.0,7.3,19.28,45.04,47.32,76.88,Medio,1200,Credito,Bajo,22.44668863741979,0,0,Puntual,64.67,60.13,0.0,34.68,7.0,60.76,0,1
3619,F,1,Salud,Publico,7.76,7.1,5.7,10.207591492102441,69.44900472245587,11.205094307599834,80.0,12.53,0.0,47.92,41.95,75.82,Bajo,600,Financiamiento_familiar,Muy_bajo,3.454489100828182,0,0,Puntual,69.59,61.02,73.87,46.3,7.0,64.05,0,0
3620,M,1,Ciencias_Sociales,Publico,11.52,10.33,9.52,2.674637948306273,63.746953600307194,27.55220474781863,80.0,7.19,3.65,68.6,58.79,67.06,Medio,1200,Credito,Bajo,4.000608317742303,0,0,Puntual,65.5,76.44,99.97,23.3,7.0,11.13,0,0
3621,F,8,Artes,Publico,13.05,12.32,12.61,25.330266085554662,55.329200330318145,15.54958787053729,71.71344715410406,8.23,29.89,47.44,49.17,78.87,Bajo,600,Credito,Muy_bajo,23.206254031218204,0,0,Puntual,68.7,58.59,5.33,49.97,7.0,33.89,0,1
3622,M,1,Artes,Publico,20.0,17.84,17.14,13.98828264911434,42.92523039698601,51.70999282824377,80.0,7.23,21.2,6.39,43.99,74.05,Bajo,600,Credito,Bajo,18.763475539647086,0,0,Puntual,63.18,91.84,75.72,13.33,7.0,55.85,0,0
3623,M,3,Salud,Privado,6.54,6.31,1.85,38.66710048570493,48.625794987165136,10.946794574305638,61.798343993638426,6.82,56.43,73.87,40.61,59.67,Medio,1200,Beca_total,Muy_bajo,1.758772031406984,0,0,Puntual,60.55,43.89,34.24,41.26,7.0,34.55,0,1
3624,F,6,Salud,Concertado,8.35,9.19,2.83,11.786442084301756,31.468668263564705,62.48765335461303,80.0,16.64,0.0,5.77,27.34,58.42,Bajo,600,Financiamiento_familiar,Bajo,5.109543666538628,1,1,Impuntual,9.75,50.33,48.47,36.84,7.0,36.61,0,1
3625,M,1,Ciencias,Publico,15.0,14.24,9.16,11.03421892018206,42.24776195221358,16.625840348653966,62.84001516303597,15.61,0.0,48.61,57.75,75.52,Medio,1200,Credito,Bajo,10.520418158327942,1,3,Impuntual,26.72,80.39,72.96,31.53,7.0,0.0,0,0
3626,M,4,Negocios,Publico,8.29,9.21,7.53,70.15831872830796,43.17582365022264,4.688159671441152,49.329600382304356,4.9,81.94,81.17,58.15,73.34,Muy_bajo,300,Pago_directo,Bajo,21.411041781078502,1,1,Impuntual,0.0,46.37,5.98,33.51,7.0,39.0,0,1
3627,M,2,Ingenieria,Publico,10.45,11.29,7.39,73.70357610611272,69.18716914101547,72.86948959360413,80.0,16.6,26.99,11.74,49.97,69.87,Medio,1200,Beca_total,Bajo,4.437478387366643,0,0,Impuntual,52.2,57.19,34.39,40.6,7.0,81.22,0,1
3628,F,6,Ciencias_Sociales,Publico,5.87,3.74,5.35,77.13729668703279,17.49232469869036,26.656985362595265,46.20575466439867,6.99,69.82,70.66,51.76,55.24,Medio,1200,Beca_total,Bajo,18.51434872624043,1,1,Impuntual,16.41,45.54,47.52,56.75,7.0,16.19,1,1
3629,F,2,Ciencias,Privado,17.29,18.86,10.09,54.440195429912954,19.72973058516322,40.21963244147987,60.752049570327856,4.84,45.54,0.0,43.79,79.13,Medio,1200,Pago_directo,Bajo,2.4892557057948186,0,0,Puntual,64.01,69.16,7.11,24.01,7.0,51.4,0,0
3630,F,5,Negocios,Privado,16.3,14.35,15.9,61.68132038366955,16.875005527321115,8.079373345710561,25.85578317925094,17.93,26.24,99.31,67.7,80.58,Muy_bajo,300,Beca_parcial,Bajo,12.12790508140633,0,0,Puntual,55.57,75.22,30.24,45.79,6.58,46.08,0,0
3631,F,5,Ciencias,Publico,7.44,7.47,2.9,66.86278041941034,46.333421930889,38.35693304510478,80.0,8.71,69.09,68.21,46.72,59.99,Medio,1200,Beca_total,Bajo,18.45284141165467,0,0,Puntual,75.92,45.5,28.93,47.85,7.0,61.47,0,0
3632,M,2,Ciencias_Sociales,Publico,8.98,10.93,3.88,52.71376472965316,55.612617227704234,17.805024133896275,77.0156796592277,13.66,10.3,96.9,47.06,73.04,Bajo,600,Beca_parcial,Bajo,2.6989026043392865,0,0,Puntual,65.57,45.42,0.0,57.29,7.0,65.83,0,1
3633,M,1,Negocios,Publico,17.55,19.63,12.07,26.419448376202332,19.080202470718497,67.23028002096589,80.0,4.8,35.54,61.82,53.8,69.22,Bajo,600,Pago_directo,Bajo,5.276639682332116,0,0,Puntual,53.48,91.09,98.11,18.75,7.0,85.44,0,0
3634,M,3,Negocios,Concertado,4.7,4.2,1.01,12.510959874681928,54.156922503405596,57.1003554901587,80.0,14.73,0.0,19.23,36.85,74.3,Muy_bajo,300,Pago_directo,Bajo,20.05964814250301,1,1,Puntual,21.96,34.01,0.0,52.81,7.0,60.57,0,0
