id,pps_actual_20,pps_anterior_20,asistencia_teorico_pct,asistencia_laboratorio_pct,asistencia_total_pct,autoeficacia_academica,entregas_tarea_puntual,horas_de_estudio_semana,indice_procrastinacion,alimentacion,actividad_fisica,horas_pantalla_no_academica,horas_sueno,habitos_vida,puntualidad_pago,ingresos_mensual,deuda_academica,tipo_financiamiento,costo_servicio_mensual,indice_financiero,horas_deporte,horas_cultura,horas_extracurriculares,horas_trabajo_semana,estres,apoyo_social,rendimiento,riesgo_de_desercion,bienestar_estudiantil
4661,En proceso,En proceso,Baja,Media,Media,Baja,Crítico,Insuficiente,Ocasional,Inadecuada,Nula,Moderado,Adecuado,Excelente,Puntual,Muy Bajo,Sin deuda,Financiamiento Familiar,Bajo,Riesgo moderado,Nula,Nula,Alta,Tiempo completo,Muy alto,Bueno,Previsto,Bajo,Crítico
4662,Destacado,Destacado,Baja,Baja,Alta,Baja,Ejemplar,Adecuado,Mínimo,Inadecuada,Baja,Alto,Adecuado,Bueno,Impuntual,Medio,Con deuda,Beca Total,Bajo,Riesgo moderado,Nula,Ocasional,Media,Tiempo completo,Muy alto,Bueno,Destacado,Bajo,Excelente
4663,En proceso,En proceso,Baja,Media,Baja,Excelente,Moderado,Adecuado,Ocasional,Adecuada,Baja,Moderado,Adecuado,Excelente,Puntual,Medio,Sin deuda,Credito,Muy Bajo,Vulnerable,Frecuente,Constante,Media,Parcial alta,Bajo,Bueno,Destacado,Bajo,Regular
4664,Destacado,Inicio,Baja,Baja,Alta,Baja,Crítico,Adecuado,Frecuente,Moderada,Nula,Moderado,Excesivo,Excelente,Puntual,Medio,Sin deuda,Credito,Bajo,Riesgo moderado,Ocasional,Frecuente,Baja,Ninguna,Muy alto,Bueno,Destacado,Bajo,Regular
4665,Previsto,Previsto,Baja,Baja,Excelente,Alta,Moderado,Adecuado,Mínimo,Adecuada,Baja,Alto,Excesivo,Bueno,Puntual,Bajo,Con deuda,Beca Parcial,Bajo,Estable,Constante,Frecuente,Alta,Ninguna,Moderado,Insuficiente,En proceso,Alto,Crítico
4666,Previsto,Previsto,Baja,Alta,Baja,Media,Consistente,Adecuado,Mínimo,Adecuada,Baja,Bajo,Regular,Excelente,Impuntual,Bajo,Con deuda,Credito,Muy Bajo,Sostenible,Frecuente,Frecuente,Baja,Parcial alta,Bajo,Bueno,En proceso,Medio,Excelente
4667,Inicio,Inicio,Baja,Baja,Media,Alta,Crítico,Insuficiente,Ocasional,Adecuada,Baja,Alto,Regular,Bueno,Puntual,Bajo,Con deuda,Credito,Muy Bajo,Riesgo moderado,Ocasional,Constante,Media,Tiempo completo,Moderado,Bueno,Inicio,Bajo,Regular
4668,En proceso,En proceso,Baja,Baja,Baja,Excelente,Moderado,Limitado,Ocasional,Moderada,Baja,Alto,Adecuado,Excelente,Puntual,Alto,Sin deuda,Pago Directo,Bajo,Sostenible,Constante,Constante,Baja,Parcial alta,Alto,Excelente,En proceso,Alto,Crítico
4669,En proceso,En proceso,Baja,Baja,Alta,Alta,Ejemplar,Adecuado,Ocasional,Inadecuada,Nula,Alto,Adecuado,Bueno,Puntual,Alto,Sin deuda,Financiamiento Familiar,Bajo,Riesgo moderado,Ocasional,Nula,Media,Ninguna,Bajo,Insuficiente,Previsto,Medio,Excelente
4670,En proceso,Previsto,Baja,Baja,Alta,Alta,Consistente,Adecuado,Ocasional,Inadecuada,Frecuente,Moderado,Adecuado,Excelente,Impuntual,Bajo,Con deuda,Pago Directo,Bajo,Riesgo moderado,Nula,Nula,Alta,Tiempo completo,Alto,Moderado,Inicio,Alto,Crítico
4671,Destacado,Destacado,Baja,Baja,Media,Alta,Moderado,Adecuado,Mínimo,Inadecuada,Nula,Moderado,Excesivo,Excelente,Puntual,Medio,Sin deuda,Beca Parcial,Bajo,Riesgo moderado,Nula,Frecuente,Baja,Parcial baja,Muy alto,Insuficiente,Inicio,Medio,Excelente
4672,En proceso,En proceso,Baja,Media,Baja,Media,Moderado,Adecuado,Ocasional,Moderada,Baja,Moderado,Regular,Excelente,Puntual,Alto,Sin deuda,Beca Total,Muy Bajo,Sostenible,Nula,Nula,Media,Ninguna,Alto,Moderado,En proceso,Bajo,Crítico
4673,Inicio,Inicio,Baja,Baja,Alta,Baja,Moderado,Limitado,Ocasional,Moderada,Baja,Alto,Deficiente,Bueno,Impuntual,Bajo,Con deuda,Financiamiento Familiar,Bajo,Riesgo moderado,Nula,Ocasional,Alta,Ninguna,Muy alto,Insuficiente,Destacado,Medio,Regular
4674,Previsto,Previsto,Baja,Media,Excelente,Baja,Moderado,Adecuado,Mínimo,Moderada,Baja,Bajo,Adecuado,Excelente,Puntual,Medio,Sin deuda,Beca Total,Bajo,Vulnerable,Constante,Nula,Baja,Parcial alta,Moderado,Moderado,Inicio,Bajo,Regular
4675,Previsto,Destacado,Baja,Media,Alta,Alta,Moderado,Adecuado,Mínimo,Adecuada,Nula,Bajo,Regular,Excelente,Puntual,Bajo,Con deuda,Pago Directo,Bajo,Vulnerable,Nula,Constante,Alta,Tiempo completo,Moderado,Bueno,Inicio,Alto,Crítico
4676,Previsto,Previsto,Baja,Baja,Excelente,Media,Consistente,Adecuado,Mínimo,Adecuada,Nula,Moderado,Adecuado,Excelente,Puntual,Bajo,Sin deuda,Financiamiento Familiar,Bajo,Vulnerable,Frecuente,Nula,Alta,Parcial baja,Moderado,Bueno,En proceso,Bajo,Regular
4677,Destacado,Destacado,Baja,Baja,Media,Baja,Ejemplar,Adecuado,Mínimo,Moderada,Baja,Moderado,Excesivo,Excelente,Puntual,Muy Bajo,Con deuda,Financiamiento Familiar,Bajo,Riesgo moderado,Nula,Nula,Baja,Parcial baja,Moderado,Insuficiente,Inicio,Bajo,Crítico
4678,Inicio,En proceso,Baja,Baja,Media,Alta,Consistente,Adecuado,Ocasional,Inadecuada,Baja,Moderado,Deficiente,Bueno,Puntual,Bajo,Sin deuda,Credito,Bajo,Sostenible,Constante,Constante,Alta,Parcial baja,Moderado,Bueno,Destacado,Alto,Crítico
4679,En proceso,Previsto,Baja,Baja,Alta,Excelente,Consistente,Limitado,Mínimo,Moderada,Baja,Bajo,Regular,Excelente,Puntual,Medio,Sin deuda,Credito,Bajo,Vulnerable,Frecuente,Ocasional,Media,Ninguna,Bajo,Moderado,Destacado,Bajo,Excelente
4680,Previsto,Previsto,Baja,Baja,Media,Excelente,Moderado,Limitado,Ocasional,Inadecuada,Baja,Moderado,Excesivo,Excelente,Impuntual,Bajo,Con deuda,Financiamiento Familiar,Bajo,Vulnerable,Frecuente,Frecuente,Alta,Tiempo completo,Muy alto,Insuficiente,En proceso,Alto,Crítico
4681,Previsto,En proceso,Baja,Baja,Alta,Baja,Moderado,Limitado,Ocasional,Moderada,Nula,Bajo,Excesivo,Excelente,Puntual,Muy Bajo,Con deuda,Beca Total,Bajo,Riesgo moderado,Nula,Constante,Baja,Parcial alta,Muy alto,Bueno,Previsto,Alto,Crítico
4682,En proceso,En proceso,Baja,Baja,Alta,Alta,Moderado,Insuficiente,Mínimo,Inadecuada,Baja,Alto,Regular,Bueno,Impuntual,Bajo,Sin deuda,Beca Parcial,Bajo,Estable,Ocasional,Ocasional,Baja,Parcial alta,Bajo,Bueno,Destacado,Alto,Regular
4683,En proceso,En proceso,Baja,Media,Alta,Baja,Moderado,Limitado,Ocasional,Inadecuada,Nula,Alto,Adecuado,Bueno,Impuntual,Bajo,Con deuda,Financiamiento Familiar,Bajo,Sostenible,Frecuente,Nula,Media,Parcial baja,Muy alto,Moderado,Previsto,Bajo,Regular
4684,Destacado,Destacado,Baja,Media,Media,Baja,Consistente,Adecuado,Mínimo,Moderada,Nula,Alto,Adecuado,Excelente,Impuntual,Bajo,Con deuda,Beca Parcial,Muy Bajo,Vulnerable,Nula,Frecuente,Alta,Parcial alta,Bajo,Moderado,Previsto,Medio,Crítico
4685,En proceso,En proceso,Baja,Baja,Excelente,Media,Crítico,Insuficiente,Ocasional,Adecuada,Nula,Moderado,Adecuado,Excelente,Puntual,Bajo,Sin deuda,Pago Directo,Muy Bajo,Riesgo moderado,Nula,Frecuente,Baja,Tiempo completo,Moderado,Insuficiente,En proceso,Bajo,Regular
4686,Previsto,Previsto,Baja,Media,Alta,Baja,Ejemplar,Adecuado,Mínimo,Inadecuada,Baja,Moderado,Regular,Excelente,Puntual,Muy Bajo,Sin deuda,Credito,Muy Bajo,Estable,Ocasional,Nula,Media,Parcial alta,Bajo,Bueno,Destacado,Medio,Crítico
4687,Previsto,Previsto,Baja,Baja,Baja,Alta,Moderado,Adecuado,Ocasional,Moderada,Baja,Moderado,Adecuado,Excelente,Puntual,Medio,Con deuda,Beca Parcial,Bajo,Vulnerable,Ocasional,Frecuente,Media,Parcial baja,Moderado,Moderado,Inicio,Medio,Regular
4688,Inicio,Inicio,Baja,Baja,Excelente,Media,Moderado,Insuficiente,Ocasional,Moderada,Baja,Moderado,Regular,Excelente,Puntual,Alto,Sin deuda,Credito,Muy Bajo,Vulnerable,Constante,Frecuente,Baja,Parcial alta,Muy alto,Bueno,Inicio,Bajo,Crítico
4689,Inicio,En proceso,Baja,Baja,Alta,Excelente,Moderado,Insuficiente,Ocasional,Moderada,Baja,Bajo,Adecuado,Excelente,Puntual,Bajo,Con deuda,Credito,Bajo,Sostenible,Frecuente,Constante,Media,Ninguna,Bajo,Bueno,Destacado,Medio,Excelente
4690,Inicio,Inicio,Baja,Baja,Baja,Excelente,Crítico,Insuficiente,Frecuente,Inadecuada,Baja,Moderado,Regular,Excelente,Impuntual,Medio,Con deuda,Beca Total,Bajo,Estable,Frecuente,Constante,Alta,Ninguna,Bajo,Bueno,Previsto,Alto,Regular
4691,Previsto,Destacado,Baja,Baja,Baja,Baja,Consistente,Limitado,Ocasional,Moderada,Baja,Moderado,Regular,Excelente,Puntual,Alto,Sin deuda,Beca Parcial,Medio,Sostenible,Nula,Frecuente,Alta,Ninguna,Moderado,Insuficiente,En proceso,Alto,Crítico
4692,En proceso,En proceso,Baja,Media,Baja,Baja,Consistente,Adecuado,Mínimo,Inadecuada,Baja,Alto,Regular,Bueno,Puntual,Medio,Con deuda,Credito,Bajo,Riesgo moderado,Frecuente,Frecuente,Media,Parcial alta,Alto,Excelente,Previsto,Medio,Regular
4693,Destacado,Destacado,Baja,Media,Media,Media,Moderado,Adecuado,Mínimo,Inadecuada,Nula,Moderado,Adecuado,Excelente,Puntual,Medio,Sin deuda,Credito,Muy Bajo,Riesgo moderado,Frecuente,Nula,Baja,Parcial baja,Alto,Insuficiente,En proceso,Alto,Regular
4694,Inicio,Inicio,Baja,Media,Alta,Media,Crítico,Insuficiente,Frecuente,Adecuada,Constante,Alto,Adecuado,Bueno,Puntual,Medio,Sin deuda,Pago Directo,Bajo,Sostenible,Frecuente,Nula,Baja,Parcial baja,Alto,Moderado,En proceso,Alto,Regular
4695,Destacado,Destacado,Baja,Media,Alta,Alta,Ejemplar,Adecuado,Mínimo,Adecuada,Frecuente,Alto,Adecuado,Bueno,Puntual,Bajo,Sin deuda,Pago Directo,Bajo,Vulnerable,Frecuente,Frecuente,Alta,Ninguna,Muy alto,Insuficiente,Inicio,Medio,Regular
4696,En proceso,En proceso,Baja,Media,Alta,Alta,Moderado,Limitado,Ocasional,Moderada,Baja,Moderado,Excesivo,Excelente,Puntual,Bajo,Con deuda,Beca Parcial,Bajo,Riesgo moderado,Nula,Constante,Baja,Parcial alta,Alto,Moderado,Previsto,Medio,Excelente
4697,En proceso,Inicio,Baja,Baja,Baja,Excelente,Moderado,Limitado,Mínimo,Adecuada,Baja,Bajo,Adecuado,Excelente,Puntual,Medio,Sin deuda,Beca Parcial,Muy Bajo,Vulnerable,Nula,Nula,Media,Parcial alta,Alto,Bueno,Destacado,Medio,Crítico
4698,En proceso,Previsto,Baja,Baja,Excelente,Media,Moderado,Adecuado,Mínimo,Inadecuada,Baja,Alto,Regular,Bueno,Puntual,Bajo,Con deuda,Financiamiento Familiar,Bajo,Riesgo moderado,Nula,Constante,Media,Parcial baja,Muy alto,Insuficiente,Inicio,Alto,Excelente
4699,En proceso,Previsto,Baja,Media,Excelente,Excelente,Moderado,Adecuado,Ocasional,Inadecuada,Baja,Alto,Regular,Bueno,Puntual,Medio,Sin deuda,Pago Directo,Bajo,Vulnerable,Nula,Constante,Alta,Tiempo completo,Moderado,Moderado,Previsto,Alto,Regular
4700,En proceso,Inicio,Baja,Baja,Alta,Media,Moderado,Limitado,Mínimo,Moderada,Baja,Alto,Regular,Bueno,Puntual,Medio,Sin deuda,Pago Directo,Bajo,Estable,Ocasional,Frecuente,Media,Tiempo completo,Bajo,Insuficiente,Inicio,Alto,Regular
4701,Previsto,Previsto,Baja,Baja,Baja,Media,Moderado,Adecuado,Ocasional,Inadecuada,Frecuente,Alto,Adecuado,Excelente,Impuntual,Bajo,Con deuda,Beca Total,Bajo,Riesgo moderado,Nula,Constante,Alta,Parcial baja,Bajo,Moderado,Previsto,Bajo,Regular
4702,En proceso,En proceso,Baja,Media,Media,Media,Moderado,Limitado,Mínimo,Inadecuada,Nula,Bajo,Regular,Excelente,Puntual,Medio,Con deuda,Financiamiento Familiar,Bajo,Vulnerable,Nula,Ocasional,Media,Tiempo completo,Moderado,Insuficiente,En proceso,Medio,Excelente
4703,Destacado,Previsto,Baja,Media,Excelente,Alta,Moderado,Adecuado,Mínimo,Moderada,Baja,Moderado,Adecuado,Excelente,Puntual,Bajo,Con deuda,Pago Directo,Muy Bajo,Riesgo moderado,Constante,Constante,Media,Parcial alta,Alto,Moderado,Previsto,Bajo,Crítico
4704,Inicio,Previsto,Baja,Baja,Baja,Excelente,Ejemplar,Adecuado,Ocasional,Inadecuada,Baja,Bajo,Excesivo,Excelente,Puntual,Medio,Sin deuda,Pago Directo,Muy Bajo,Sostenible,Ocasional,Constante,Alta,Tiempo completo,Moderado,Moderado,En proceso,Bajo,Regular
4705,Destacado,Destacado,Baja,Media,Media,Excelente,Moderado,Adecuado,Mínimo,Moderada,Nula,Moderado,Adecuado,Excelente,Puntual,Bajo,Sin deuda,Beca Total,Bajo,Estable,Ocasional,Constante,Baja,Ninguna,Alto,Bueno,Destacado,Medio,Excelente
4706,Inicio,Inicio,Baja,Baja,Alta,Excelente,Moderado,Insuficiente,Frecuente,Moderada,Nula,Moderado,Excesivo,Excelente,Puntual,Alto,Sin deuda,Financiamiento Familiar,Bajo,Sostenible,Nula,Nula,Alta,Ninguna,Muy alto,Moderado,Destacado,Bajo,Excelente
4707,Inicio,Inicio,Baja,Baja,Alta,Excelente,Crítico,Insuficiente,Frecuente,Inadecuada,Nula,Moderado,Excesivo,Excelente,Puntual,Bajo,Sin deuda,Credito,Bajo,Vulnerable,Constante,Constante,Alta,Tiempo completo,Bajo,Excelente,Destacado,Alto,Regular
4708,Inicio,Inicio,Baja,Baja,Baja,Media,Moderado,Limitado,Ocasional,Moderada,Nula,Moderado,Adecuado,Excelente,Puntual,Medio,Sin deuda,Beca Total,Muy Bajo,Vulnerable,Constante,Nula,Media,Parcial baja,Bajo,Excelente,Destacado,Medio,Excelente
4709,Destacado,Destacado,Baja,Media,Alta,Baja,Moderado,Adecuado,Mínimo,Moderada,Nula,Moderado,Excesivo,Excelente,Puntual,Alto,Sin deuda,Financiamiento Familiar,Bajo,Sostenible,Ocasional,Ocasional,Baja,Parcial baja,Moderado,Excelente,Inicio,Bajo,Crítico
4710,Inicio,En proceso,Baja,Media,Media,Alta,Moderado,Adecuado,Ocasional,Inadecuada,Baja,Bajo,Regular,Excelente,Puntual,Muy Bajo,Sin deuda,Beca Parcial,Bajo,Riesgo moderado,Frecuente,Frecuente,Media,Parcial baja,Bajo,Excelente,Inicio,Bajo,Regular
4711,En proceso,Previsto,Baja,Media,Media,Media,Moderado,Adecuado,Mínimo,Adecuada,Baja,Bajo,Excesivo,Excelente,Puntual,Medio,Sin deuda,Pago Directo,Bajo,Vulnerable,Constante,Ocasional,Baja,Parcial alta,Bajo,Excelente,Inicio,Alto,Excelente
4712,Inicio,Inicio,Baja,Media,Baja,Excelente,Crítico,Limitado,Frecuente,Adecuada,Baja,Alto,Adecuado,Bueno,Impuntual,Muy Bajo,Con deuda,Pago Directo,Bajo,Sostenible,Frecuente,Ocasional,Baja,Ninguna,Muy alto,Insuficiente,Inicio,Alto,Crítico
4713,Previsto,Previsto,Baja,Alta,Alta,Media,Consistente,Adecuado,Mínimo,Inadecuada,Nula,Moderado,Adecuado,Excelente,Impuntual,Medio,Sin deuda,Pago Directo,Muy Bajo,Sostenible,Ocasional,Ocasional,Alta,Ninguna,Moderado,Bueno,Destacado,Alto,Excelente
4714,En proceso,En proceso,Baja,Baja,Baja,Excelente,Moderado,Limitado,Mínimo,Inadecuada,Baja,Moderado,Regular,Excelente,Impuntual,Bajo,Con deuda,Credito,Bajo,Riesgo moderado,Frecuente,Constante,Baja,Ninguna,Moderado,Bueno,En proceso,Medio,Crítico
4715,En proceso,En proceso,Baja,Baja,Alta,Excelente,Moderado,Limitado,Ocasional,Inadecuada,Nula,Moderado,Adecuado,Excelente,Puntual,Alto,Sin deuda,Beca Total,Muy Bajo,Vulnerable,Nula,Ocasional,Alta,Parcial baja,Alto,Insuficiente,Inicio,Bajo,Regular
4716,Destacado,Destacado,Baja,Baja,Baja,Media,Consistente,Adecuado,Mínimo,Moderada,Nula,Bajo,Adecuado,Excelente,Puntual,Medio,Sin deuda,Credito,Muy Bajo,Vulnerable,Ocasional,Ocasional,Baja,Tiempo completo,Moderado,Moderado,Previsto,Bajo,Excelente
4717,Destacado,Destacado,Baja,Media,Alta,Baja,Moderado,Adecuado,Mínimo,Inadecuada,Nula,Moderado,Excesivo,Excelente,Impuntual,Muy Bajo,Con deuda,Financiamiento Familiar,Bajo,Estable,Ocasional,Constante,Baja,Tiempo completo,Bajo,Moderado,En proceso,Alto,Regular
4718,Inicio,Inicio,Baja,Baja,Alta,Excelente,Crítico,Insuficiente,Ocasional,Moderada,Nula,Moderado,Adecuado,Excelente,Impuntual,Muy Bajo,Con deuda,Financiamiento Familiar,Bajo,Vulnerable,Frecuente,Nula,Baja,Parcial alta,Moderado,Insuficiente,Previsto,Alto,Excelente
4719,Previsto,Destacado,Baja,Media,Alta,Excelente,Consistente,Adecuado,Mínimo,Adecuada,Nula,Moderado,Adecuado,Excelente,Impuntual,Medio,Con deuda,Credito,Bajo,Vulnerable,Ocasional,Frecuente,Media,Tiempo completo,Bajo,Moderado,Inicio,Alto,Regular
4720,Previsto,En proceso,Baja,Media,Excelente,Excelente,Moderado,Limitado,Mínimo,Inadecuada,Baja,Bajo,Adecuado,Excelente,Impuntual,Bajo,Con deuda,Financiamiento Familiar,Muy Bajo,Vulnerable,Frecuente,Frecuente,Baja,Tiempo completo,Moderado,Moderado,Previsto,Medio,Regular
4721,Previsto,Previsto,Baja,Baja,Media,Media,Moderado,Adecuado,Mínimo,Adecuada,Frecuente,Alto,Excesivo,Excelente,Impuntual,Muy Bajo,Sin deuda,Financiamiento Familiar,Bajo,Vulnerable,Nula,Frecuente,Baja,Ninguna,Muy alto,Insuficiente,Previsto,Bajo,Crítico
4722,Inicio,Inicio,Baja,Baja,Alta,Baja,Crítico,Insuficiente,Ocasional,Inadecuada,Baja,Moderado,Regular,Excelente,Puntual,Muy Bajo,Con deuda,Beca Parcial,Muy Bajo,Vulnerable,Ocasional,Frecuente,Baja,Parcial alta,Alto,Excelente,Inicio,Bajo,Excelente
4723,Destacado,Destacado,Baja,Media,Alta,Excelente,Consistente,Adecuado,Mínimo,Adecuada,Baja,Moderado,Excesivo,Excelente,Puntual,Bajo,Con deuda,Financiamiento Familiar,Bajo,Sostenible,Nula,Frecuente,Alta,Parcial alta,Moderado,Moderado,En proceso,Bajo,Regular
4724,Previsto,En proceso,Baja,Media,Excelente,Media,Moderado,Adecuado,Ocasional,Inadecuada,Nula,Moderado,Excesivo,Excelente,Puntual,Muy Bajo,Sin deuda,Financiamiento Familiar,Muy Bajo,Vulnerable,Ocasional,Nula,Media,Tiempo completo,Moderado,Moderado,Inicio,Medio,Crítico
4725,Previsto,Previsto,Baja,Baja,Baja,Media,Moderado,Limitado,Ocasional,Inadecuada,Baja,Alto,Excesivo,Excelente,Puntual,Medio,Con deuda,Pago Directo,Bajo,Estable,Nula,Nula,Baja,Ninguna,Bajo,Insuficiente,Inicio,Medio,Crítico
4726,Previsto,Destacado,Baja,Baja,Baja,Baja,Moderado,Adecuado,Ocasional,Moderada,Baja,Moderado,Adecuado,Excelente,Puntual,Medio,Sin deuda,Financiamiento Familiar,Bajo,Sostenible,Ocasional,Ocasional,Alta,Tiempo completo,Bajo,Insuficiente,En proceso,Bajo,Crítico
4727,Inicio,Inicio,Baja,Baja,Excelente,Alta,Crítico,Insuficiente,Frecuente,Adecuada,Nula,Bajo,Regular,Excelente,Impuntual,Medio,Sin deuda,Beca Parcial,Muy Bajo,Estable,Frecuente,Frecuente,Baja,Parcial baja,Muy alto,Moderado,Inicio,Alto,Regular
4728,En proceso,En proceso,Baja,Baja,Alta,Baja,Moderado,Limitado,Ocasional,Moderada,Baja,Moderado,Adecuado,Excelente,Puntual,Muy Bajo,Sin deuda,Financiamiento Familiar,Muy Bajo,Sostenible,Frecuente,Frecuente,Alta,Parcial alta,Alto,Excelente,Destacado,Alto,Crítico
4729,En proceso,Inicio,Baja,Media,Excelente,Media,Crítico,Insuficiente,Ocasional,Adecuada,Nula,Moderado,Excesivo,Excelente,Puntual,Muy Bajo,Sin deuda,Pago Directo,Muy Bajo,Riesgo moderado,Frecuente,Ocasional,Baja,Parcial baja,Muy alto,Excelente,Previsto,Bajo,Excelente
4730,Previsto,En proceso,Baja,Baja,Baja,Excelente,Moderado,Adecuado,Mínimo,Inadecuada,Baja,Moderado,Adecuado,Excelente,Impuntual,Bajo,Con deuda,Beca Parcial,Bajo,Estable,Frecuente,Nula,Media,Parcial alta,Bajo,Excelente,Previsto,Bajo,Regular
4731,En proceso,Previsto,Baja,Baja,Baja,Alta,Moderado,Limitado,Ocasional,Moderada,Baja,Moderado,Adecuado,Excelente,Puntual,Alto,Sin deuda,Pago Directo,Bajo,Estable,Nula,Constante,Media,Tiempo completo,Muy alto,Moderado,Destacado,Medio,Regular
4732,Previsto,Previsto,Baja,Baja,Media,Excelente,Crítico,Adecuado,Ocasional,Inadecuada,Baja,Alto,Excesivo,Excelente,Puntual,Bajo,Sin deuda,Credito,Bajo,Riesgo moderado,Nula,Nula,Baja,Parcial baja,Moderado,Moderado,Inicio,Alto,Crítico
4733,Inicio,Inicio,Baja,Baja,Excelente,Alta,Crítico,Adecuado,Mínimo,Moderada,Baja,Moderado,Excesivo,Excelente,Puntual,Bajo,Sin deuda,Financiamiento Familiar,Bajo,Vulnerable,Frecuente,Frecuente,Media,Ninguna,Bajo,Bueno,Destacado,Bajo,Crítico
4734,Inicio,Inicio,Baja,Baja,Alta,Alta,Crítico,Insuficiente,Ocasional,Inadecuada,Baja,Alto,Regular,Excelente,Impuntual,Muy Bajo,Con deuda,Pago Directo,Muy Bajo,Sostenible,Nula,Nula,Baja,Tiempo completo,Alto,Insuficiente,Destacado,Medio,Excelente
4735,Previsto,Previsto,Baja,Media,Alta,Baja,Crítico,Adecuado,Mínimo,Inadecuada,Baja,Alto,Excesivo,Excelente,Puntual,Medio,Sin deuda,Financiamiento Familiar,Muy Bajo,Sostenible,Frecuente,Nula,Media,Parcial baja,Alto,Moderado,Destacado,Medio,Regular
4736,Inicio,Inicio,Baja,Baja,Excelente,Alta,Crítico,Insuficiente,Frecuente,Adecuada,Nula,Alto,Regular,Bueno,Puntual,Medio,Con deuda,Financiamiento Familiar,Bajo,Vulnerable,Frecuente,Nula,Baja,Parcial baja,Moderado,Insuficiente,En proceso,Bajo,Regular
4737,Inicio,Inicio,Baja,Baja,Baja,Media,Moderado,Insuficiente,Frecuente,Adecuada,Baja,Bajo,Excesivo,Excelente,Impuntual,Muy Bajo,Con deuda,Beca Total,Bajo,Riesgo moderado,Frecuente,Frecuente,Baja,Parcial alta,Moderado,Bueno,Previsto,Alto,Excelente
4738,Previsto,Previsto,Baja,Baja,Excelente,Alta,Consistente,Adecuado,Mínimo,Moderada,Nula,Moderado,Deficiente,Bueno,Impuntual,Bajo,Sin deuda,Beca Parcial,Bajo,Estable,Frecuente,Constante,Baja,Parcial alta,Muy alto,Insuficiente,Inicio,Bajo,Excelente
4739,En proceso,En proceso,Baja,Media,Alta,Baja,Moderado,Adecuado,Ocasional,Adecuada,Nula,Alto,Adecuado,Excelente,Puntual,Medio,Sin deuda,Financiamiento Familiar,Muy Bajo,Vulnerable,Constante,Nula,Alta,Parcial baja,Bajo,Moderado,Inicio,Medio,Excelente
4740,Previsto,Previsto,Baja,Baja,Excelente,Media,Moderado,Adecuado,Ocasional,Inadecuada,Baja,Alto,Excesivo,Excelente,Impuntual,Bajo,Sin deuda,Financiamiento Familiar,Bajo,Vulnerable,Frecuente,Nula,Media,Parcial baja,Muy alto,Bueno,Destacado,Medio,Regular
4741,Destacado,Destacado,Baja,Baja,Baja,Media,Ejemplar,Adecuado,Mínimo,Inadecuada,Baja,Moderado,Regular,Excelente,Puntual,Medio,Sin deuda,Credito,Bajo,Vulnerable,Constante,Constante,Media,Ninguna,Moderado,Moderado,Inicio,Medio,Excelente
4742,Inicio,Inicio,Baja,Baja,Media,Alta,Crítico,Insuficiente,Ocasional,Inadecuada,Frecuente,Alto,Adecuado,Bueno,Puntual,Medio,Con deuda,Pago Directo,Bajo,Vulnerable,Nula,Nula,Baja,Tiempo completo,Bajo,Excelente,En proceso,Alto,Excelente
4743,En proceso,En proceso,Baja,Baja,Media,Excelente,Moderado,Adecuado,Ocasional,Moderada,Baja,Alto,Regular,Bueno,Puntual,Medio,Sin deuda,Credito,Bajo,Riesgo moderado,Ocasional,Ocasional,Alta,Parcial baja,Alto,Bueno,En proceso,Alto,Excelente
4744,Previsto,En proceso,Baja,Baja,Media,Excelente,Moderado,Adecuado,Mínimo,Inadecuada,Baja,Bajo,Regular,Excelente,Puntual,Medio,Sin deuda,Financiamiento Familiar,Muy Bajo,Vulnerable,Ocasional,Frecuente,Media,Ninguna,Alto,Bueno,En proceso,Bajo,Excelente
4745,Previsto,Previsto,Baja,Baja,Excelente,Baja,Consistente,Adecuado,Mínimo,Moderada,Baja,Alto,Adecuado,Excelente,Puntual,Medio,Sin deuda,Financiamiento Familiar,Muy Bajo,Sostenible,Constante,Constante,Alta,Ninguna,Alto,Bueno,Previsto,Medio,Crítico
4746,Previsto,Destacado,Baja,Media,Media,Baja,Crítico,Limitado,Mínimo,Moderada,Nula,Bajo,Excesivo,Excelente,Puntual,Alto,Sin deuda,Financiamiento Familiar,Muy Bajo,Estable,Frecuente,Ocasional,Media,Parcial baja,Moderado,Insuficiente,Previsto,Bajo,Crítico
4747,Destacado,Destacado,Baja,Media,Excelente,Alta,Consistente,Adecuado,Mínimo,Moderada,Nula,Moderado,Excesivo,Excelente,Puntual,Bajo,Sin deuda,Financiamiento Familiar,Bajo,Estable,Frecuente,Nula,Media,Tiempo completo,Muy alto,Moderado,Inicio,Bajo,Crítico
4748,En proceso,En proceso,Baja,Baja,Excelente,Baja,Consistente,Adecuado,Mínimo,Inadecuada,Nula,Moderado,Regular,Bueno,Puntual,Muy Bajo,Con deuda,Credito,Bajo,Riesgo moderado,Frecuente,Ocasional,Baja,Ninguna,Bajo,Excelente,Previsto,Medio,Excelente
4749,Previsto,Previsto,Baja,Baja,Excelente,Baja,Consistente,Adecuado,Mínimo,Inadecuada,Baja,Alto,Adecuado,Bueno,Puntual,Medio,Sin deuda,Pago Directo,Bajo,Riesgo moderado,Ocasional,Ocasional,Alta,Parcial alta,Muy alto,Bueno,En proceso,Alto,Regular
