id,sex,semestre,carrera,tipo_colegio,pps_actual_20,pps_anterior_20,horas_de_estudio_semana,horas_trabajo_semana,horas_deporte,horas_cultura,horas_extracurriculares,horas_sueno,estres,apoyo_social,autoeficacia_academica,entregas_tarea_puntual,ingresos_mensual_cat,tipo_financiamiento,costo_servicio_mensual_cat,horas_pantalla_no_academica,deuda_academica_label,puntualidad_pago_label,indice_financiero,rendimiento,asistencia_total_pct,asistencia_teorico_pct,asistencia_laboratorio_pct,indice_procrastinacion,alimentacion,phc_score,tiene_hijos,riesgo_de_desercion,bienestar_estudiantil,actividad_fisica
267,F,5,Negocios,Publico,5.47,6.06,2.22,19.67,16.28,3.02,21.36,23.0,0.0,7.94,32.56,39.44,Bajo,Financiamiento_familiar,Bajo,13.74,Con deuda,Puntual,21.26,44.83,72.14,78.05,58.33,71.25,2.61,46.99,0,27.58718612597091,79.28388621102526,16.28
268,F,6,Salud,Publico,8.29,9.98,5.54,28.65,69.87,51.47,80.0,5.94,46.7,32.58,38.85,76.11,Muy_bajo,Financiamiento_familiar,Bajo,9.71,Con deuda,Puntual,30.78,60.9,69.03,75.54,53.84,46.88,5.82,25.59,0,58.656409210544794,69.54524190283287,69.87
269,M,2,Salud,Concertado,14.47,14.55,16.67,79.16,4.78,21.0,30.78,8.35,81.09,4.91,51.06,86.82,Bajo,Financiamiento_familiar,Muy_bajo,8.73,Sin deuda,Impuntual,40.59,77.01,56.1,60.67,45.45,43.58,1.26,7.71,0,86.20490496398793,44.2611800319397,4.78
270,M,6,Salud,Publico,7.23,6.61,2.91,54.75,71.09,4.19,75.63,21.49,0.65,57.3,44.67,61.87,Medio,Financiamiento_familiar,Bajo,5.2,Con deuda,Puntual,30.58,50.55,50.15,62.68,20.93,58.37,6.95,22.72,0,74.17994912113627,100.0,71.09
271,F,1,Salud,Concertado,20.0,20.0,17.38,75.92,26.33,18.48,45.02,23.2,14.75,44.69,64.67,89.59,Muy_bajo,Credito,Bajo,16.07,Con deuda,Impuntual,0.0,90.06,44.77,63.8,0.37,16.38,1.78,18.73,0,14.914146757764058,85.21442014769588,26.33
272,F,6,Negocios,Privado,10.33,8.01,3.7,11.4,25.17,64.15,80.0,10.64,0.0,77.8,43.25,69.73,Bajo,Beca_total,Muy_bajo,23.3,Sin deuda,Puntual,62.25,60.4,51.26,62.87,24.15,56.58,5.78,44.48,0,9.901219925309734,81.47575502839842,25.17
273,F,1,Ciencias,Concertado,13.1,14.88,13.35,30.57,40.97,68.12,80.0,7.7,36.96,17.05,45.93,84.78,Medio,Pago_directo,Bajo,4.22,Sin deuda,Puntual,76.12,72.05,54.05,55.37,50.97,36.21,3.37,1.88,0,41.92286271669616,77.6894671718205,40.97
274,F,3,Ciencias,Publico,15.18,13.83,9.84,44.38,75.26,38.65,80.0,12.63,11.34,11.46,33.15,84.28,Bajo,Financiamiento_familiar,Bajo,14.33,Con deuda,Puntual,28.76,82.45,80.45,98.64,38.0,38.23,3.95,41.84,0,26.32905091178573,77.94592865339524,75.26
275,F,6,Negocios,Publico,17.86,19.6,15.92,6.14,3.82,33.29,40.38,16.51,0.0,35.63,64.98,87.87,Bajo,Pago_directo,Bajo,10.18,Sin deuda,Puntual,61.09,89.29,64.71,73.23,44.85,16.13,6.28,6.74,1,5.353225642525905,87.01504054757136,3.82
276,F,1,Ciencias_Sociales,Publico,10.38,8.58,9.97,0.33,28.18,78.23,80.0,6.56,8.59,87.66,56.45,86.52,Bajo,Pago_directo,Bajo,10.72,Sin deuda,Impuntual,46.0,74.18,83.81,77.69,98.06,38.72,3.48,58.1,0,12.91208027232159,90.80225979993703,28.18
277,F,2,Negocios,Publico,12.86,13.26,9.62,53.63,68.53,16.05,80.0,17.68,0.0,66.04,47.51,92.35,Muy_bajo,Pago_directo,Muy_bajo,6.1,Con deuda,Puntual,27.21,77.88,71.58,87.25,35.03,25.59,4.22,70.89,0,33.17596524748757,100.0,68.53
278,F,5,Salud,Privado,6.77,8.71,3.52,51.35,31.68,17.23,53.77,1.24,92.96,36.89,49.57,56.26,Muy_bajo,Financiamiento_familiar,Bajo,19.8,Con deuda,Puntual,19.5,43.11,28.66,21.56,45.22,37.62,1.3,6.54,0,95.0,30.119608250516194,31.68
279,F,5,Ciencias_Sociales,Publico,8.17,8.04,2.99,32.86,15.93,23.35,40.0,1.18,65.62,51.73,48.5,72.38,Bajo,Credito,Bajo,11.65,Sin deuda,Puntual,62.26,45.84,9.87,8.38,13.35,51.25,1.01,37.78,0,81.24313898155928,47.88502419017035,15.93
280,F,4,Ciencias,Publico,18.06,19.29,16.5,39.17,33.98,13.82,48.31,9.27,15.47,3.42,60.64,84.18,Muy_bajo,Pago_directo,Bajo,13.04,Sin deuda,Impuntual,37.57,81.07,35.24,48.29,4.8,22.52,2.47,2.59,0,28.394636269085048,64.1470195793865,33.98
281,F,5,Ingenieria,Concertado,4.42,5.94,5.9,33.24,30.84,30.35,61.75,8.48,24.17,93.46,53.53,54.79,Muy_bajo,Financiamiento_familiar,Bajo,7.31,Sin deuda,Puntual,59.68,44.91,59.25,51.41,77.54,66.4,5.08,55.32,0,82.63193161221105,89.865525760487,30.84
282,M,4,Ciencias,Concertado,13.21,14.39,6.7,1.92,73.23,72.87,80.0,7.58,1.28,66.64,57.38,71.56,Medio,Beca_parcial,Bajo,4.36,Con deuda,Puntual,42.42,75.44,75.16,82.92,57.07,42.97,1.73,8.44,0,12.277717834328483,97.4763486966553,73.23
283,M,2,Salud,Concertado,16.84,18.97,13.68,26.83,60.95,49.23,80.0,11.78,20.29,23.54,41.59,59.34,Alto,Pago_directo,Bajo,2.06,Sin deuda,Puntual,100.0,74.57,53.89,44.38,76.07,45.7,1.68,7.76,0,38.150289395705244,91.28047263474255,60.95
284,M,2,Artes,Publico,10.14,9.87,6.1,14.17,40.41,32.96,75.2,7.7,5.21,53.58,50.32,64.98,Medio,Pago_directo,Muy_bajo,17.14,Sin deuda,Puntual,63.95,57.74,44.46,57.09,14.99,50.23,3.47,33.75,0,21.129307378750994,77.19188169648949,40.41
285,F,2,Negocios,Publico,18.4,16.77,17.14,7.87,79.07,74.75,80.0,4.61,25.13,5.95,55.31,89.91,Medio,Financiamiento_familiar,Bajo,4.71,Con deuda,Puntual,49.02,87.52,54.05,52.71,57.18,37.32,4.89,74.44,0,6.239404897872225,74.99634921127893,79.07
286,M,7,Ciencias,Publico,14.03,11.77,13.28,76.54,37.22,3.88,43.27,7.43,72.02,96.58,55.76,71.43,Muy_bajo,Beca_total,Bajo,16.56,Sin deuda,Impuntual,35.77,61.08,10.28,3.82,25.36,26.5,5.27,50.41,0,29.1900346743173,58.69146671034677,37.22
287,M,4,Artes,Publico,14.74,13.47,10.75,47.95,4.66,16.82,22.23,23.4,0.0,17.48,32.6,63.07,Alto,Credito,Bajo,9.37,Sin deuda,Puntual,100.0,68.35,49.91,61.52,22.81,58.32,2.07,13.3,1,47.4690858307071,87.21108663685207,4.66
288,F,3,Artes,Publico,17.81,16.03,15.86,58.29,20.98,45.27,68.58,9.87,28.76,59.8,66.3,92.8,Muy_bajo,Pago_directo,Bajo,9.98,Con deuda,Puntual,16.99,88.93,58.31,82.8,1.15,32.66,1.48,35.67,0,16.600553841301856,80.7824877576576,20.98
289,M,3,Ingenieria,Publico,5.59,5.88,0.89,25.23,34.89,49.24,80.0,10.67,27.52,19.55,25.33,49.91,Alto,Pago_directo,Muy_bajo,11.26,Sin deuda,Puntual,97.61,32.72,14.94,15.75,13.03,71.65,6.64,49.91,0,95.0,76.91238092213277,34.89
290,F,7,Salud,Publico,11.21,9.63,4.63,31.45,12.55,3.16,19.88,13.84,4.4,71.76,53.09,60.94,Alto,Credito,Muy_bajo,8.83,Sin deuda,Puntual,100.0,61.29,50.88,59.43,30.93,46.27,2.56,32.72,0,58.06453987629223,85.03474115719189,12.55
291,M,1,Ingenieria,Publico,14.61,12.3,8.37,18.95,75.81,32.24,80.0,23.6,0.0,77.68,43.48,73.34,Medio,Beca_total,Bajo,2.41,Con deuda,Puntual,44.14,70.47,45.06,59.36,11.69,28.94,6.12,10.54,0,7.382044272494803,100.0,75.81
292,M,4,Negocios,Publico,7.55,5.23,4.09,7.76,61.35,51.93,80.0,5.8,11.4,62.34,31.53,60.01,Alto,Pago_directo,Muy_bajo,7.43,Sin deuda,Impuntual,70.8,47.3,41.07,16.42,98.59,59.59,6.18,39.42,0,26.350622620398568,88.86280911005775,61.35
293,F,3,Salud,Concertado,17.85,19.51,13.39,14.32,21.46,55.85,78.65,16.35,0.0,61.45,57.34,88.19,Bajo,Credito,Bajo,15.93,Con deuda,Impuntual,10.93,76.88,17.9,12.35,30.86,16.21,5.64,34.24,0,11.558986786546294,94.16829819225335,21.46
294,M,4,Negocios,Concertado,18.29,18.75,16.55,63.8,47.26,51.05,80.0,17.18,29.87,84.25,56.46,90.57,Bajo,Financiamiento_familiar,Muy_bajo,15.98,Sin deuda,Impuntual,31.77,92.14,72.51,98.01,13.03,29.23,2.01,73.87,0,11.789387883971303,89.99680835511698,47.26
295,M,1,Ingenieria,Privado,11.6,10.89,7.63,54.2,57.72,25.65,80.0,14.58,41.39,2.86,44.29,71.07,Bajo,Pago_directo,Bajo,6.87,Con deuda,Impuntual,19.92,59.58,33.53,39.37,19.91,33.98,5.93,73.29,0,60.62873833311209,79.56812693643602,57.72
296,F,6,Ingenieria,Publico,9.77,11.74,6.16,43.75,75.3,7.48,80.0,2.13,67.02,33.09,41.02,72.85,Bajo,Beca_total,Bajo,11.04,Con deuda,Puntual,37.95,55.13,33.55,22.74,58.77,54.01,5.62,9.89,0,33.655497315949134,57.05093399766433,75.3
297,F,7,Negocios,Publico,15.18,13.03,17.31,38.01,70.53,34.17,80.0,16.24,0.0,19.83,40.5,75.65,Muy_bajo,Financiamiento_familiar,Muy_bajo,4.64,Sin deuda,Puntual,45.42,64.39,13.91,17.13,6.4,48.02,4.58,65.61,0,53.4143963869911,99.84260240927728,70.53
298,M,4,Ingenieria,Publico,9.53,11.93,8.01,73.79,41.22,10.3,54.33,1.54,100.0,98.8,46.45,63.9,Medio,Beca_total,Bajo,5.05,Sin deuda,Puntual,77.17,62.59,72.61,66.76,86.24,44.16,3.02,11.06,0,70.13484499667094,59.86070818838753,41.22
299,F,5,Ingenieria,Concertado,10.19,10.77,8.8,5.82,61.97,75.81,80.0,14.31,0.0,38.94,40.15,69.04,Alto,Credito,Bajo,0.55,Sin deuda,Puntual,100.0,64.63,71.51,60.94,96.15,56.85,2.58,0.0,0,17.686692041006204,100.0,61.97
300,M,7,Ingenieria,Concertado,13.96,12.38,6.33,22.45,44.97,38.01,80.0,17.75,0.0,68.26,39.86,72.03,Muy_bajo,Pago_directo,Bajo,21.52,Con deuda,Puntual,22.07,70.01,52.45,64.36,24.67,48.92,1.73,25.13,0,44.990587748163726,89.45669338597257,44.97
301,M,5,Ciencias,Publico,15.44,16.34,16.37,28.0,44.22,25.38,72.01,5.06,47.08,63.47,64.03,82.69,Medio,Financiamiento_familiar,Bajo,5.06,Con deuda,Puntual,44.39,70.59,19.66,8.8,45.01,30.36,4.06,54.56,0,44.11221735553857,77.80086406313757,44.22
302,F,1,Negocios,Privado,14.58,15.9,10.24,62.59,9.18,61.3,72.14,20.2,0.0,16.21,38.21,51.38,Alto,Pago_directo,Bajo,5.46,Sin deuda,Puntual,98.84,68.92,63.21,89.35,2.21,58.78,4.51,0.0,0,46.621872008625175,100.0,9.18
303,F,4,Ciencias_Sociales,Publico,13.55,13.2,13.72,79.4,10.09,39.84,50.83,0.73,84.32,18.9,36.87,60.71,Alto,Financiamiento_familiar,Muy_bajo,6.71,Sin deuda,Impuntual,83.1,64.36,46.47,38.93,64.07,50.9,3.16,0.0,0,95.0,44.66154131123335,10.09
304,F,4,Ciencias_Sociales,Publico,15.69,17.5,14.61,19.25,42.36,24.8,68.39,20.25,0.0,28.13,48.03,67.2,Alto,Credito,Bajo,3.06,Con deuda,Impuntual,46.81,69.42,34.35,31.34,41.39,45.13,3.85,26.52,0,15.292075518843106,100.0,42.36
305,F,3,Ciencias_Sociales,Concertado,10.34,8.59,6.15,69.94,21.51,64.96,80.0,11.05,52.43,41.11,35.37,62.09,Bajo,Credito,Bajo,15.34,Sin deuda,Impuntual,36.45,55.03,40.47,46.24,27.01,40.77,3.18,8.12,1,67.46046509308945,68.08045664535665,21.51
306,Other,5,Negocios,Privado,12.01,10.9,7.81,66.45,1.68,69.37,74.13,5.22,73.77,23.43,33.57,72.35,Alto,Credito,Bajo,1.8,Sin deuda,Puntual,98.49,59.85,33.51,39.01,20.68,47.75,4.85,0.0,0,60.23024960165082,66.81546089793471,1.68
307,F,7,Negocios,Concertado,19.76,17.73,15.27,17.97,57.83,53.84,80.0,3.21,27.66,1.97,44.54,69.18,Medio,Credito,Bajo,3.22,Sin deuda,Puntual,62.91,91.17,80.07,86.36,65.4,21.47,6.41,5.75,0,4.416371655235168,74.00340323025057,57.83
308,M,7,Ciencias_Sociales,Privado,14.68,13.23,6.54,31.95,2.6,3.76,7.52,22.88,0.0,87.94,57.07,74.51,Muy_bajo,Beca_total,Bajo,15.47,Sin deuda,Puntual,61.62,80.42,77.53,92.93,41.62,45.99,1.98,33.49,0,14.687112963958091,89.31841178475068,2.6
309,F,3,Ingenieria,Publico,12.64,11.33,14.29,32.77,47.62,45.31,80.0,1.74,57.71,96.56,69.11,70.93,Bajo,Credito,Muy_bajo,8.15,Con deuda,Puntual,26.97,62.9,26.63,30.35,17.97,33.65,3.29,38.59,0,55.64621578767872,74.97727120851414,47.62
310,M,1,Ingenieria,Privado,18.38,20.0,16.94,78.26,43.14,61.06,80.0,4.78,96.72,29.16,57.59,70.74,Medio,Financiamiento_familiar,Bajo,16.99,Sin deuda,Puntual,68.0,89.68,81.15,86.39,68.91,42.78,1.85,0.0,0,38.69656684227068,42.102236157936105,43.14
311,M,8,Negocios,Publico,10.06,7.95,11.22,14.47,77.51,10.92,80.0,8.35,0.0,28.85,39.98,67.55,Muy_bajo,Pago_directo,Bajo,13.38,Con deuda,Puntual,32.88,63.95,71.66,78.15,56.51,55.65,4.75,92.56,0,18.024900361249678,80.90696445813069,77.51
312,M,6,Negocios,Privado,17.74,17.38,13.35,63.93,38.74,18.29,62.02,14.89,40.87,0.0,40.95,69.13,Medio,Financiamiento_familiar,Bajo,6.14,Sin deuda,Puntual,69.93,88.46,90.92,93.08,85.87,32.56,5.37,53.61,0,17.31288809719036,75.78284297168511,38.74
313,M,1,Ciencias_Sociales,Publico,20.0,20.0,14.49,26.74,5.09,70.6,79.16,13.08,0.0,63.03,60.55,97.28,Medio,Pago_directo,Muy_bajo,15.62,Sin deuda,Puntual,70.89,85.56,20.73,24.58,11.75,14.62,6.59,14.32,0,21.664849571342497,91.192288143828,5.09
314,F,7,Ingenieria,Privado,12.35,14.34,15.21,58.47,44.14,1.61,47.29,3.02,95.55,82.54,61.09,60.89,Muy_bajo,Beca_total,Bajo,2.79,Sin deuda,Puntual,64.13,68.2,63.96,57.7,78.57,47.09,2.67,27.37,0,59.63151873281124,60.748223044503206,44.14
315,F,6,Ingenieria,Publico,12.95,15.44,7.11,33.6,67.29,60.22,80.0,6.95,32.57,14.66,51.63,70.35,Bajo,Credito,Bajo,12.87,Sin deuda,Puntual,67.73,64.98,39.42,27.45,67.35,34.17,6.7,35.85,1,52.52693996610189,67.77029819229294,67.29
316,F,3,Ciencias,Concertado,4.81,6.08,0.92,46.27,79.75,37.9,80.0,5.73,56.87,10.97,22.46,65.94,Medio,Financiamiento_familiar,Bajo,10.49,Sin deuda,Puntual,63.39,46.04,61.14,82.41,11.5,63.21,1.38,44.62,0,80.94087339313705,59.594871785998734,79.75
317,M,4,Ciencias_Sociales,Publico,14.21,16.56,7.23,66.61,34.43,35.74,70.25,5.13,61.15,74.01,43.0,78.07,Bajo,Financiamiento_familiar,Bajo,6.43,Sin deuda,Puntual,59.46,64.65,21.22,0.53,69.48,27.98,4.62,5.64,0,53.02905653019607,73.77365071295206,34.43
318,M,3,Negocios,Concertado,13.02,14.46,12.13,64.33,25.62,0.57,30.28,9.87,35.86,61.63,57.22,69.81,Muy_bajo,Beca_total,Bajo,14.5,Sin deuda,Puntual,64.43,68.92,52.78,56.48,44.15,34.15,1.34,14.39,0,23.309625040443784,63.755174596806796,25.62
319,M,1,Artes,Publico,8.8,11.12,8.11,69.31,72.53,65.55,80.0,16.9,36.04,0.0,40.97,58.17,Muy_bajo,Pago_directo,Bajo,20.91,Sin deuda,Puntual,52.45,53.66,52.09,33.92,94.5,64.85,6.36,81.44,0,69.50582860830534,66.07669449653908,72.53
320,M,2,Salud,Publico,18.36,19.4,13.48,4.77,15.3,28.79,44.83,5.22,34.18,57.25,63.7,89.08,Bajo,Pago_directo,Bajo,23.97,Sin deuda,Puntual,57.43,81.25,26.84,32.27,14.16,19.76,4.18,16.63,0,9.375498502885248,50.2156243982735,15.3
321,F,6,Ciencias_Sociales,Publico,6.76,4.66,6.43,55.36,49.23,43.26,80.0,8.8,41.73,25.89,44.16,81.19,Alto,Financiamiento_familiar,Muy_bajo,14.59,Con deuda,Impuntual,43.9,57.72,64.43,64.49,64.28,45.38,5.02,0.0,0,63.4206912083916,66.93059107477602,49.23
322,F,1,Ingenieria,Publico,12.0,11.51,11.43,11.2,32.46,54.18,80.0,9.38,18.62,36.87,58.55,88.25,Muy_bajo,Beca_total,Muy_bajo,9.71,Con deuda,Impuntual,0.0,75.68,71.06,85.15,38.2,31.72,5.99,82.63,0,6.079395547619723,83.17081202438705,32.46
323,F,2,Artes,Privado,11.14,11.87,3.36,33.27,3.29,56.21,61.62,23.43,0.0,71.97,40.0,49.89,Medio,Pago_directo,Bajo,5.4,Con deuda,Puntual,44.81,62.16,71.35,60.92,95.68,70.16,1.9,48.31,0,56.75944397015482,100.0,3.29
324,M,3,Negocios,Publico,13.88,13.13,13.49,43.89,27.78,76.48,80.0,22.91,0.0,76.09,61.73,85.54,Muy_bajo,Financiamiento_familiar,Bajo,6.17,Sin deuda,Puntual,60.4,79.66,69.62,85.32,33.0,50.49,1.23,29.67,0,30.50508055148707,100.0,27.78
325,F,4,Negocios,Privado,19.09,17.96,9.82,32.22,21.22,42.51,64.59,19.2,0.0,35.04,57.09,60.23,Bajo,Pago_directo,Bajo,11.51,Sin deuda,Puntual,69.38,80.34,47.39,26.46,96.22,31.83,6.27,59.37,0,29.492200793532895,94.65623915505353,21.22
326,F,7,Artes,Publico,6.95,7.34,3.67,41.57,54.89,31.98,80.0,5.8,44.92,89.72,56.38,54.11,Medio,Pago_directo,Bajo,8.81,Sin deuda,Puntual,75.47,52.39,63.41,51.95,90.15,36.64,2.89,0.0,1,71.40958364810699,81.56448823796416,54.89
327,F,2,Ingenieria,Publico,5.53,7.7,5.25,79.72,75.9,76.3,80.0,1.63,100.0,35.65,35.15,71.67,Medio,Pago_directo,Muy_bajo,21.93,Sin deuda,Puntual,64.87,45.17,39.65,45.05,27.04,55.63,1.77,55.56,0,95.0,32.28810013731211,75.9
328,F,2,Ciencias,Concertado,17.53,15.2,13.47,10.82,21.44,51.37,76.7,7.61,4.93,72.18,51.04,70.08,Muy_bajo,Financiamiento_familiar,Bajo,8.84,Sin deuda,Puntual,45.8,72.68,24.92,1.16,80.35,29.2,3.81,44.2,0,13.659868562671223,91.73459171075879,21.44
329,M,5,Negocios,Concertado,11.13,12.48,8.69,54.04,64.92,23.85,80.0,6.4,64.76,48.39,45.79,53.27,Bajo,Beca_parcial,Muy_bajo,8.96,Con deuda,Puntual,39.71,62.93,68.84,55.68,99.56,51.25,4.59,72.32,0,55.59960519334933,68.42573183961007,64.92
330,M,3,Ciencias_Sociales,Publico,10.88,11.99,3.89,31.68,4.43,10.12,15.77,12.14,0.0,84.75,48.42,61.51,Muy_bajo,Financiamiento_familiar,Bajo,9.2,Con deuda,Puntual,21.81,60.89,53.89,66.15,25.27,34.29,1.19,90.96,0,58.66346061204817,84.9206246965795,4.43
331,M,2,Ciencias,Concertado,20.0,20.0,17.41,10.64,43.05,67.4,80.0,18.67,0.0,85.78,73.29,86.11,Bajo,Financiamiento_familiar,Bajo,20.08,Sin deuda,Impuntual,36.24,92.49,54.54,59.19,43.68,14.0,2.65,83.58,0,3.7540848874917376,96.18326804887037,43.05
332,F,3,Artes,Concertado,17.92,20.0,12.87,12.7,5.64,28.97,35.3,20.6,0.0,3.74,35.29,79.5,Medio,Pago_directo,Bajo,15.62,Con deuda,Puntual,48.12,84.99,67.15,73.63,52.02,44.28,1.2,72.93,0,7.5047693508322135,76.158916645271,5.64
333,M,1,Artes,Publico,19.72,20.0,17.23,75.94,74.72,52.84,80.0,20.28,21.97,93.65,61.21,90.52,Muy_bajo,Beca_parcial,Muy_bajo,14.74,Sin deuda,Impuntual,36.7,90.26,48.84,57.13,29.49,17.48,3.52,46.72,0,14.607949883248928,100.0,74.72
334,M,1,Negocios,Privado,8.95,9.05,7.69,70.37,61.31,37.67,80.0,8.63,49.64,82.55,52.25,54.09,Bajo,Beca_parcial,Bajo,8.02,Sin deuda,Puntual,54.3,42.41,5.13,6.68,1.53,60.47,6.37,27.01,0,86.39200957539428,84.29554359323292,61.31
335,M,3,Negocios,Privado,13.68,12.2,8.55,72.56,52.64,15.91,72.08,16.49,26.05,74.13,45.33,76.16,Bajo,Pago_directo,Bajo,19.63,Sin deuda,Puntual,67.78,61.46,14.76,11.64,22.01,26.95,6.9,37.5,0,57.808182949269835,83.17815153802218,52.64
336,M,3,Negocios,Concertado,19.35,19.58,16.16,79.32,65.91,48.13,80.0,7.51,84.76,15.09,49.32,97.91,Alto,Pago_directo,Bajo,0.92,Sin deuda,Impuntual,89.87,90.34,50.21,59.65,28.19,19.53,4.82,23.99,0,36.23776515267861,67.27246481908983,65.91
337,F,7,Ingenieria,Publico,6.09,7.42,9.45,16.67,51.8,4.85,58.12,1.46,41.55,75.51,44.99,71.84,Alto,Pago_directo,Bajo,20.9,Sin deuda,Impuntual,71.73,45.82,32.56,27.5,44.36,62.93,1.97,43.4,0,27.08862912686506,53.46096749711199,51.8
338,F,3,Ciencias_Sociales,Concertado,15.5,17.48,12.73,28.44,77.52,33.07,80.0,16.84,0.0,80.01,59.03,71.12,Muy_bajo,Pago_directo,Bajo,12.31,Con deuda,Puntual,32.25,65.11,10.71,7.96,17.11,34.41,6.44,16.2,0,52.33575080276922,100.0,77.52
339,M,4,Ciencias,Publico,4.96,6.41,4.54,53.54,57.12,43.73,80.0,0.24,84.44,23.92,28.85,74.12,Medio,Financiamiento_familiar,Muy_bajo,9.56,Sin deuda,Puntual,67.81,47.88,56.27,42.96,87.33,59.95,4.1,73.82,0,95.0,49.02613022638882,57.12
340,M,4,Ciencias_Sociales,Publico,9.59,8.07,8.04,38.7,73.97,34.88,80.0,9.82,24.0,90.23,61.42,79.56,Bajo,Financiamiento_familiar,Bajo,11.93,Sin deuda,Puntual,60.48,64.99,59.95,55.43,70.49,32.83,1.92,72.52,0,52.509400341171954,88.78357489388387,73.97
341,F,1,Salud,Publico,2.71,3.21,2.22,33.47,41.37,59.89,80.0,7.91,51.63,0.0,28.87,44.49,Bajo,Pago_directo,Bajo,16.02,Con deuda,Puntual,38.3,27.18,25.57,32.87,8.52,60.39,6.53,88.89,0,95.0,56.32919532215186,41.37
342,M,5,Salud,Publico,8.32,7.48,3.71,28.62,9.37,66.23,77.47,16.64,6.3,9.99,40.7,44.07,Medio,Financiamiento_familiar,Bajo,0.31,Con deuda,Impuntual,29.47,53.37,69.93,72.04,65.01,62.37,5.54,70.03,0,69.94252070341294,100.0,9.37
343,M,1,Salud,Privado,7.53,5.08,0.02,47.5,42.25,61.7,80.0,18.39,7.93,48.76,36.18,49.05,Alto,Financiamiento_familiar,Muy_bajo,20.92,Sin deuda,Impuntual,75.24,50.87,64.67,64.38,65.37,52.55,5.39,0.0,0,73.69097228875108,85.83038748776815,42.25
344,M,8,Artes,Concertado,5.38,3.88,0.71,46.05,10.15,3.11,13.7,7.3,44.33,57.58,30.4,58.65,Alto,Beca_parcial,Bajo,10.72,Con deuda,Puntual,64.26,44.15,51.98,33.28,95.62,71.88,5.26,0.0,0,83.77861753604358,58.93822506945634,10.15
345,M,1,Ciencias,Concertado,20.0,18.07,17.59,12.92,47.4,15.53,67.08,19.48,0.0,59.52,51.1,71.6,Bajo,Financiamiento_familiar,Muy_bajo,8.23,Con deuda,Puntual,21.61,86.24,52.93,75.49,0.3,32.47,2.2,2.22,1,6.878976398977782,100.0,47.4
346,F,3,Ciencias_Sociales,Publico,4.96,6.67,4.36,37.74,38.6,42.93,80.0,7.05,38.51,0.0,24.46,64.75,Bajo,Pago_directo,Bajo,3.32,Sin deuda,Puntual,61.24,44.24,52.85,64.87,24.79,47.71,2.27,20.12,0,83.63270312172904,73.79545847948069,38.6
347,F,1,Ingenieria,Publico,14.28,13.07,11.94,44.28,49.81,74.79,80.0,10.71,48.36,96.04,57.63,61.02,Medio,Credito,Bajo,10.55,Sin deuda,Puntual,60.27,74.83,72.45,63.74,92.78,40.81,5.13,43.42,0,37.75080493462119,86.44302300550076,49.81
348,M,8,Ciencias_Sociales,Publico,14.69,13.61,15.1,45.62,0.8,66.8,67.92,17.45,0.0,4.46,39.23,90.36,Bajo,Credito,Muy_bajo,11.91,Con deuda,Impuntual,8.24,79.91,66.7,55.34,93.21,35.88,2.32,71.43,0,30.130651747624864,85.4891758483197,0.8
349,M,3,Ciencias,Privado,17.94,20.0,9.91,16.81,15.59,67.4,80.0,16.63,0.0,14.31,43.15,71.74,Bajo,Credito,Muy_bajo,9.69,Con deuda,Impuntual,1.47,72.7,22.41,1.14,72.06,28.78,3.63,80.93,0,13.648841773575121,92.62905415065286,15.59
350,F,4,Negocios,Publico,12.41,11.81,2.76,59.38,39.31,24.26,64.62,23.7,0.0,1.4,34.25,73.99,Bajo,Credito,Bajo,16.29,Sin deuda,Puntual,58.1,70.88,71.73,69.65,76.58,51.15,5.69,53.38,0,43.68092839039,87.4043282869147,39.31
351,F,1,Ciencias_Sociales,Privado,16.03,13.58,13.11,2.02,76.04,34.36,80.0,5.4,0.0,56.69,49.78,91.77,Medio,Credito,Bajo,10.1,Con deuda,Puntual,30.8,75.26,29.07,37.6,9.15,30.15,5.7,0.0,0,12.368351012138772,87.17621806215918,76.04
352,F,5,Negocios,Concertado,16.09,15.01,10.8,28.39,30.69,37.66,68.67,15.9,0.0,88.23,49.14,59.19,Muy_bajo,Financiamiento_familiar,Muy_bajo,23.07,Sin deuda,Puntual,61.7,80.29,81.4,94.26,51.39,36.59,3.72,14.13,0,29.56903615666991,86.9546877584749,30.69
353,F,2,Ciencias,Publico,12.52,10.62,13.16,62.42,33.95,12.59,47.67,14.63,38.75,61.59,57.23,70.75,Muy_bajo,Pago_directo,Bajo,14.38,Sin deuda,Puntual,49.19,70.76,64.21,81.8,23.16,46.75,5.75,5.47,0,43.85567494515735,74.65047510507841,33.95
354,M,7,Ciencias,Concertado,17.62,15.63,13.86,45.11,57.18,2.49,63.63,21.96,0.0,77.27,66.12,63.08,Alto,Financiamiento_familiar,Bajo,19.38,Con deuda,Impuntual,46.57,78.08,46.58,58.77,18.12,34.36,6.03,0.0,0,32.886081908808016,96.3976964008423,57.18
355,M,2,Ciencias,Publico,16.82,14.71,17.56,20.89,48.3,75.75,80.0,3.75,38.61,1.33,38.81,87.9,Muy_bajo,Beca_parcial,Bajo,2.62,Con deuda,Puntual,32.4,78.4,41.96,25.22,81.03,46.01,4.93,45.64,0,32.40453313984501,71.5717369757546,48.3
